MAZ,HHq1,HHq2,HHq3,HHq4
117661,7.0,20.0,20.0,24.0
117662,6.0,9.0,6.0,29.0
117669,1.0,3.0,2.0,5.0
117671,11.0,4.0,2.0,6.0
117674,11.0,0.0,0.0,0.0
117675,0.0,0.0,0.0,0.0
117676,4.0,9.0,4.0,6.0
117677,10.0,12.0,10.0,9.0
117678,4.0,8.0,5.0,12.0
117679,9.0,8.0,13.0,10.0
117680,3.0,14.0,12.0,11.0
117682,0.0,12.0,11.0,12.0
117683,4.0,10.0,8.0,13.0
117685,591.0,26.0,26.0,35.0
117696,0.0,1.0,0.0,0.0
117697,7.0,15.0,18.0,16.0
117698,6.0,14.0,18.0,25.0
117701,70.0,40.0,33.0,58.0
117702,0.0,0.0,0.0,0.0
117704,176.0,97.0,101.0,118.0
117706,4.0,13.0,5.0,7.0
117707,29.0,41.0,44.0,32.0
117709,25.0,16.0,11.0,15.0
117710,20.0,15.0,22.0,13.0
117711,12.0,8.0,5.0,9.0
117712,0.0,0.0,0.0,0.0
117713,5.0,10.0,5.0,9.0
117717,5.0,7.0,8.0,6.0
117721,77.0,70.0,72.0,87.0
117723,17.0,13.0,8.0,12.0
117724,8.0,19.0,10.0,9.0
117725,7.0,8.0,7.0,7.0
117727,3.0,5.0,3.0,11.0
117728,17.0,18.0,10.0,12.0
117730,10.0,7.0,8.0,15.0
117731,2.0,11.0,8.0,9.0
117732,5.0,13.0,11.0,18.0
117733,1.0,1.0,3.0,5.0
117734,15.0,14.0,13.0,10.0
117735,1.0,7.0,5.0,10.0
117736,16.0,18.0,21.0,26.0
117737,8.0,3.0,1.0,9.0
117738,4.0,15.0,8.0,8.0
117741,11.0,19.0,18.0,16.0
117743,7.0,13.0,18.0,11.0
117744,12.0,11.0,10.0,7.0
117745,30.0,14.0,13.0,13.0
117747,10.0,13.0,17.0,14.0
117752,4.0,8.0,7.0,6.0
117756,0.0,0.0,0.0,0.0
117764,0.0,0.0,0.0,0.0
117765,11.0,11.0,9.0,10.0
117766,18.0,28.0,16.0,10.0
117767,4.0,12.0,15.0,14.0
117768,0.0,0.0,0.0,0.0
117773,5.0,13.0,5.0,15.0
117775,7.0,13.0,15.0,12.0
117776,16.0,27.0,30.0,43.0
117777,0.0,0.0,0.0,0.0
117779,146.0,28.0,33.0,51.0
117780,24.0,22.0,26.0,30.0
117783,13.0,6.0,4.0,17.0
117785,52.0,58.0,50.0,54.0
117786,0.0,0.0,0.0,0.0
117791,12.0,14.0,22.0,20.0
117793,1.0,3.0,2.0,3.0
117794,8.0,19.0,11.0,15.0
117798,5.0,11.0,10.0,20.0
117799,6.0,8.0,5.0,26.0
117801,9.0,7.0,7.0,9.0
117802,9.0,9.0,7.0,4.0
117803,3.0,13.0,11.0,11.0
117804,4.0,7.0,5.0,9.0
117805,9.0,14.0,20.0,25.0
117807,19.0,18.0,19.0,28.0
117809,12.0,22.0,21.0,43.0
117812,0.0,0.0,0.0,0.0
117817,3.0,11.0,10.0,16.0
117819,10.0,6.0,11.0,7.0
117820,6.0,15.0,7.0,9.0
117821,8.0,8.0,4.0,11.0
117822,7.0,6.0,4.0,9.0
117831,0.0,0.0,0.0,0.0
117833,4.0,6.0,10.0,5.0
117834,19.0,13.0,14.0,7.0
117835,17.0,14.0,16.0,11.0
117839,3.0,4.0,7.0,6.0
117842,0.0,0.0,0.0,0.0
117845,5.0,9.0,5.0,13.0
117847,16.0,29.0,30.0,42.0
117850,7.0,20.0,18.0,33.0
117851,11.0,21.0,26.0,24.0
117854,0.0,0.0,0.0,0.0
117855,5.0,8.0,7.0,14.0
117858,8.0,9.0,17.0,18.0
117859,17.0,29.0,27.0,31.0
117861,20.0,29.0,32.0,41.0
117863,0.0,0.0,0.0,0.0
117865,4.0,7.0,6.0,14.0
117867,14.0,9.0,6.0,6.0
117869,39.0,62.0,81.0,81.0
117870,0.0,0.0,0.0,0.0
117871,12.0,21.0,16.0,23.0
117872,0.0,0.0,0.0,0.0
117874,0.0,0.0,0.0,0.0
117875,8.0,13.0,12.0,24.0
117876,8.0,13.0,15.0,19.0
117878,9.0,18.0,29.0,52.0
117879,4.0,2.0,3.0,0.0
117880,21.0,45.0,44.0,69.0
117883,1.0,2.0,0.0,4.0
117889,0.0,0.0,0.0,0.0
117890,4.0,6.0,4.0,7.0
117891,12.0,18.0,15.0,16.0
117897,1.0,0.0,3.0,1.0
117901,15.0,24.0,24.0,30.0
117902,47.0,54.0,39.0,48.0
117903,58.0,104.0,94.0,117.0
117904,55.0,93.0,83.0,108.0
117905,10.0,12.0,8.0,12.0
117906,5.0,9.0,12.0,12.0
117908,20.0,18.0,19.0,25.0
117911,33.0,49.0,42.0,50.0
117913,1.0,10.0,4.0,15.0
117914,74.0,90.0,103.0,123.0
117915,10.0,9.0,9.0,12.0
117916,16.0,30.0,26.0,27.0
117920,28.0,44.0,43.0,51.0
117922,3.0,1.0,0.0,0.0
117924,1.0,3.0,6.0,12.0
117925,7.0,9.0,15.0,16.0
117927,18.0,33.0,26.0,27.0
117928,6.0,7.0,14.0,12.0
117930,8.0,9.0,7.0,14.0
117932,44.0,22.0,22.0,33.0
117933,8.0,4.0,9.0,12.0
117934,14.0,28.0,39.0,38.0
117937,3.0,4.0,4.0,4.0
117941,43.0,27.0,36.0,38.0
117943,12.0,23.0,21.0,32.0
117947,31.0,47.0,59.0,99.0
117948,9.0,17.0,28.0,31.0
117952,5.0,8.0,11.0,10.0
117954,9.0,8.0,7.0,10.0
117955,3.0,1.0,5.0,6.0
117963,20.0,17.0,20.0,14.0
117964,14.0,32.0,12.0,9.0
117966,8.0,14.0,10.0,12.0
117969,8.0,9.0,10.0,5.0
117971,23.0,36.0,29.0,37.0
117973,2.0,5.0,3.0,4.0
117974,8.0,11.0,5.0,13.0
117978,31.0,12.0,5.0,20.0
117979,14.0,14.0,10.0,27.0
117980,11.0,17.0,4.0,8.0
117981,19.0,20.0,17.0,18.0
117982,15.0,9.0,14.0,7.0
117983,6.0,15.0,13.0,8.0
117984,8.0,8.0,8.0,7.0
117986,5.0,9.0,15.0,10.0
117987,6.0,17.0,10.0,16.0
117989,10.0,16.0,23.0,16.0
117990,1.0,6.0,7.0,11.0
117991,19.0,17.0,29.0,25.0
117992,10.0,23.0,21.0,39.0
117994,20.0,19.0,25.0,28.0
117999,3.0,13.0,13.0,17.0
118000,8.0,22.0,26.0,19.0
118001,18.0,14.0,22.0,29.0
118005,7.0,12.0,9.0,6.0
118007,8.0,9.0,6.0,7.0
118009,8.0,14.0,15.0,16.0
118010,4.0,13.0,15.0,18.0
118011,17.0,30.0,20.0,20.0
118012,2.0,17.0,11.0,20.0
118015,68.0,86.0,96.0,122.0
118019,914.0,136.0,149.0,207.0
118020,6.0,15.0,11.0,9.0
118022,14.0,23.0,29.0,40.0
118026,6.0,10.0,15.0,12.0
118028,2.0,10.0,5.0,6.0
118029,7.0,13.0,7.0,12.0
118031,0.0,0.0,0.0,0.0
118032,48.0,85.0,72.0,75.0
118033,36.0,8.0,12.0,12.0
118034,41.0,35.0,30.0,39.0
118035,0.0,0.0,0.0,0.0
118036,12.0,13.0,9.0,20.0
118037,5.0,15.0,8.0,16.0
118038,9.0,24.0,16.0,17.0
118041,39.0,55.0,48.0,57.0
118043,5.0,14.0,8.0,8.0
118044,7.0,13.0,26.0,22.0
118045,18.0,31.0,32.0,45.0
118046,100.0,173.0,172.0,226.0
118048,18.0,15.0,22.0,34.0
118050,0.0,0.0,0.0,0.0
118052,2.0,4.0,9.0,22.0
118053,4.0,10.0,15.0,11.0
118054,5.0,13.0,8.0,20.0
118055,14.0,24.0,26.0,31.0
118059,16.0,1.0,0.0,2.0
118062,46.0,16.0,21.0,30.0
118064,11.0,16.0,11.0,17.0
118065,11.0,17.0,17.0,12.0
118069,9.0,26.0,17.0,28.0
118074,21.0,30.0,37.0,64.0
118076,0.0,1.0,0.0,3.0
118080,32.0,13.0,19.0,34.0
118081,15.0,26.0,26.0,52.0
118082,8.0,19.0,24.0,27.0
118085,0.0,0.0,0.0,0.0
118088,5.0,19.0,20.0,14.0
118096,2.0,7.0,8.0,11.0
118100,1.0,8.0,6.0,16.0
118105,0.0,0.0,0.0,0.0
118106,9.0,16.0,9.0,10.0
118109,14.0,20.0,10.0,20.0
118110,12.0,10.0,11.0,8.0
118111,8.0,15.0,6.0,14.0
118112,8.0,16.0,8.0,10.0
118113,3.0,17.0,9.0,8.0
118114,8.0,12.0,16.0,13.0
118115,8.0,13.0,8.0,16.0
118116,151.0,39.0,38.0,47.0
118119,5.0,5.0,4.0,13.0
118122,8.0,7.0,9.0,21.0
118129,0.0,4.0,10.0,7.0
118130,8.0,9.0,19.0,21.0
118132,304.0,51.0,39.0,44.0
118133,8.0,5.0,10.0,8.0
118134,0.0,0.0,0.0,0.0
118138,3.0,2.0,3.0,3.0
118142,7.0,8.0,6.0,14.0
118143,12.0,29.0,25.0,28.0
118150,28.0,37.0,37.0,68.0
118152,2.0,4.0,0.0,8.0
118155,5.0,7.0,8.0,22.0
118157,44.0,73.0,82.0,96.0
118158,5.0,4.0,12.0,4.0
118159,3.0,5.0,6.0,10.0
118160,4.0,15.0,16.0,20.0
118164,22.0,21.0,33.0,32.0
118166,0.0,0.0,0.0,0.0
118168,0.0,0.0,0.0,0.0
118169,6.0,16.0,8.0,13.0
118170,26.0,29.0,22.0,27.0
118172,5.0,12.0,15.0,23.0
118173,5.0,1.0,1.0,1.0
118179,7.0,13.0,18.0,26.0
118180,4.0,10.0,4.0,6.0
118181,7.0,12.0,8.0,11.0
118182,11.0,17.0,19.0,13.0
118183,7.0,4.0,4.0,6.0
118184,4.0,9.0,12.0,17.0
118199,12.0,9.0,8.0,12.0
118200,7.0,11.0,18.0,5.0
118201,11.0,13.0,7.0,6.0
118202,5.0,8.0,8.0,6.0
118203,7.0,10.0,7.0,12.0
118204,33.0,77.0,61.0,75.0
118207,13.0,17.0,12.0,30.0
118208,8.0,17.0,14.0,12.0
118211,18.0,16.0,11.0,14.0
118215,10.0,23.0,25.0,36.0
118217,5.0,7.0,7.0,7.0
118218,17.0,35.0,39.0,58.0
118221,7.0,17.0,14.0,15.0
118222,7.0,10.0,9.0,23.0
118223,0.0,0.0,0.0,0.0
118224,0.0,0.0,0.0,0.0
118226,8.0,10.0,21.0,18.0
118227,10.0,9.0,11.0,12.0
118231,5.0,19.0,11.0,22.0
118232,10.0,30.0,17.0,30.0
118233,4.0,7.0,7.0,7.0
118237,0.0,0.0,0.0,0.0
118238,44.0,70.0,66.0,55.0
118241,7.0,1.0,2.0,2.0
118242,0.0,0.0,0.0,0.0
118243,10.0,10.0,16.0,30.0
118246,4.0,7.0,4.0,12.0
118248,17.0,16.0,10.0,22.0
118249,7.0,16.0,20.0,18.0
118250,14.0,28.0,17.0,24.0
118252,21.0,30.0,26.0,33.0
118253,7.0,10.0,8.0,20.0
118254,7.0,8.0,10.0,17.0
118256,21.0,38.0,34.0,35.0
118257,3.0,4.0,4.0,7.0
118259,22.0,48.0,44.0,76.0
118260,9.0,10.0,15.0,14.0
118263,11.0,19.0,23.0,31.0
118265,9.0,19.0,15.0,15.0
118267,0.0,0.0,0.0,0.0
118274,0.0,0.0,0.0,0.0
118276,0.0,0.0,0.0,0.0
118277,21.0,48.0,31.0,48.0
118278,5.0,7.0,8.0,13.0
118279,16.0,25.0,10.0,22.0
118282,6.0,12.0,9.0,9.0
118283,10.0,11.0,13.0,10.0
118284,11.0,13.0,14.0,16.0
118285,12.0,13.0,15.0,19.0
118286,9.0,8.0,18.0,9.0
118287,14.0,25.0,28.0,34.0
118288,103.0,154.0,186.0,218.0
118290,6.0,6.0,7.0,18.0
118291,11.0,21.0,28.0,26.0
118294,2.0,8.0,6.0,14.0
118298,0.0,0.0,0.0,0.0
118301,16.0,26.0,19.0,8.0
118302,30.0,41.0,44.0,51.0
118303,0.0,0.0,0.0,0.0
118305,3.0,8.0,9.0,9.0
118314,0.0,0.0,0.0,0.0
118315,8.0,12.0,14.0,12.0
118316,3.0,17.0,18.0,10.0
118317,2.0,7.0,5.0,10.0
118318,10.0,12.0,14.0,16.0
118320,11.0,14.0,20.0,11.0
118321,8.0,11.0,8.0,5.0
118325,10.0,6.0,6.0,8.0
118327,12.0,18.0,16.0,4.0
118328,11.0,11.0,8.0,6.0
118330,8.0,7.0,7.0,5.0
118331,8.0,2.0,5.0,7.0
118334,3.0,12.0,7.0,7.0
118336,6.0,5.0,14.0,20.0
118343,1.0,1.0,2.0,1.0
118344,0.0,0.0,0.0,1.0
118349,0.0,0.0,0.0,0.0
118356,6.0,11.0,12.0,20.0
118357,19.0,17.0,16.0,15.0
118358,10.0,13.0,22.0,8.0
118359,26.0,33.0,36.0,24.0
118362,9.0,7.0,3.0,12.0
118363,0.0,0.0,0.0,0.0
118364,42.0,29.0,22.0,18.0
118365,0.0,0.0,0.0,0.0
118367,0.0,0.0,0.0,0.0
118370,16.0,30.0,32.0,24.0
118374,5.0,14.0,6.0,18.0
118375,1.0,2.0,0.0,4.0
118378,5.0,10.0,7.0,6.0
118379,11.0,7.0,9.0,8.0
118380,9.0,7.0,7.0,7.0
118381,9.0,3.0,5.0,6.0
118382,8.0,9.0,11.0,4.0
118383,8.0,15.0,19.0,7.0
118384,0.0,0.0,0.0,0.0
118385,1.0,7.0,4.0,8.0
118387,6.0,5.0,7.0,7.0
118390,6.0,11.0,5.0,8.0
118395,12.0,10.0,14.0,14.0
118396,13.0,20.0,15.0,19.0
118397,12.0,15.0,16.0,13.0
118398,11.0,4.0,8.0,15.0
118406,43.0,34.0,37.0,31.0
118409,10.0,13.0,7.0,10.0
118415,0.0,0.0,0.0,0.0
118416,586.0,224.0,160.0,94.0
118418,17.0,39.0,26.0,46.0
118419,22.0,50.0,28.0,29.0
118421,12.0,19.0,9.0,16.0
118426,5.0,7.0,13.0,12.0
118428,28.0,12.0,15.0,24.0
118429,4.0,6.0,17.0,18.0
118430,12.0,17.0,33.0,59.0
118431,10.0,12.0,8.0,21.0
118433,6.0,13.0,14.0,24.0
118434,4.0,8.0,7.0,13.0
118435,6.0,8.0,9.0,5.0
118437,50.0,53.0,51.0,60.0
118439,4.0,6.0,8.0,8.0
118441,5.0,12.0,3.0,9.0
118442,10.0,25.0,39.0,74.0
118443,7.0,24.0,21.0,45.0
118444,1.0,0.0,0.0,0.0
118446,8.0,6.0,5.0,3.0
118447,4.0,6.0,6.0,13.0
118448,6.0,7.0,12.0,14.0
118449,1.0,6.0,8.0,3.0
118450,9.0,13.0,8.0,18.0
118452,6.0,12.0,12.0,9.0
118453,5.0,4.0,11.0,12.0
118455,2.0,3.0,3.0,10.0
118460,3.0,4.0,2.0,4.0
118461,10.0,20.0,18.0,8.0
118462,3.0,10.0,9.0,8.0
118463,10.0,10.0,16.0,19.0
118465,9.0,10.0,22.0,44.0
118467,8.0,20.0,17.0,22.0
118468,7.0,6.0,13.0,5.0
118469,2.0,9.0,6.0,11.0
118470,23.0,39.0,38.0,51.0
118472,2.0,6.0,14.0,17.0
118473,2.0,6.0,7.0,7.0
118475,0.0,1.0,4.0,5.0
118489,11.0,28.0,19.0,44.0
118492,9.0,17.0,11.0,8.0
118493,3.0,2.0,2.0,1.0
118496,8.0,10.0,14.0,14.0
118498,12.0,21.0,15.0,21.0
118500,6.0,12.0,12.0,15.0
118501,32.0,30.0,29.0,43.0
118503,14.0,12.0,9.0,21.0
118504,13.0,28.0,23.0,30.0
118505,0.0,0.0,1.0,0.0
118507,9.0,18.0,12.0,16.0
118508,12.0,12.0,10.0,13.0
118509,8.0,15.0,13.0,18.0
118510,5.0,11.0,12.0,15.0
118511,7.0,15.0,8.0,13.0
118512,22.0,10.0,16.0,21.0
118513,5.0,6.0,9.0,11.0
118514,5.0,0.0,0.0,0.0
118517,3.0,9.0,5.0,9.0
118519,30.0,36.0,29.0,22.0
118520,178.0,81.0,121.0,161.0
118524,3.0,2.0,3.0,4.0
118526,6.0,13.0,3.0,15.0
118529,0.0,0.0,0.0,0.0
118531,5.0,6.0,7.0,3.0
118532,6.0,15.0,14.0,23.0
118534,3.0,2.0,9.0,6.0
118536,108.0,112.0,101.0,155.0
118537,22.0,5.0,5.0,3.0
118539,6.0,9.0,8.0,9.0
118540,1.0,3.0,2.0,1.0
118542,13.0,15.0,15.0,12.0
118544,11.0,20.0,16.0,15.0
118545,6.0,12.0,8.0,15.0
118547,5.0,9.0,6.0,7.0
118548,12.0,10.0,15.0,19.0
118549,5.0,5.0,6.0,13.0
118553,0.0,0.0,0.0,0.0
118563,9.0,10.0,13.0,9.0
118564,7.0,15.0,22.0,28.0
118567,9.0,6.0,8.0,6.0
118570,19.0,26.0,31.0,22.0
118571,12.0,27.0,25.0,40.0
118572,5.0,6.0,9.0,12.0
118574,9.0,17.0,16.0,13.0
118579,6.0,8.0,8.0,13.0
118580,169.0,160.0,155.0,240.0
118586,15.0,32.0,32.0,26.0
118587,87.0,23.0,18.0,52.0
118596,14.0,4.0,6.0,11.0
118597,58.0,66.0,60.0,57.0
118599,10.0,21.0,5.0,15.0
118600,205.0,62.0,89.0,106.0
118602,8.0,5.0,4.0,5.0
118603,3.0,1.0,1.0,2.0
118606,11.0,7.0,7.0,14.0
118609,20.0,22.0,21.0,19.0
118611,4.0,9.0,8.0,9.0
118613,22.0,35.0,34.0,39.0
118614,2.0,13.0,7.0,5.0
118619,0.0,0.0,0.0,0.0
118621,4.0,15.0,10.0,9.0
118622,14.0,19.0,25.0,29.0
118624,13.0,24.0,31.0,35.0
118640,12.0,20.0,13.0,15.0
118641,6.0,13.0,8.0,11.0
118646,6.0,12.0,12.0,31.0
118647,7.0,13.0,23.0,25.0
118648,3.0,6.0,11.0,9.0
118650,6.0,13.0,12.0,17.0
118652,0.0,0.0,0.0,0.0
118653,12.0,22.0,18.0,20.0
118655,9.0,14.0,10.0,8.0
118656,17.0,19.0,22.0,24.0
118657,3.0,0.0,2.0,3.0
118658,27.0,39.0,37.0,41.0
118660,7.0,14.0,14.0,11.0
118661,1.0,8.0,6.0,14.0
118662,3.0,7.0,6.0,6.0
118665,7.0,15.0,20.0,15.0
118666,1.0,2.0,7.0,1.0
118668,50.0,86.0,69.0,115.0
118669,2.0,5.0,7.0,19.0
118670,4.0,9.0,17.0,19.0
118678,9.0,18.0,10.0,17.0
118681,12.0,28.0,19.0,24.0
118682,11.0,13.0,11.0,19.0
118684,8.0,10.0,11.0,18.0
118685,6.0,13.0,11.0,23.0
118688,4.0,16.0,10.0,17.0
118690,0.0,1.0,1.0,3.0
118692,0.0,0.0,0.0,0.0
118693,0.0,0.0,1.0,0.0
118697,14.0,38.0,29.0,35.0
118699,12.0,27.0,12.0,26.0
118700,7.0,9.0,5.0,6.0
118701,8.0,12.0,7.0,8.0
118705,6.0,3.0,1.0,1.0
118706,7.0,8.0,11.0,10.0
118708,6.0,9.0,14.0,9.0
118710,13.0,11.0,5.0,7.0
118711,31.0,27.0,32.0,31.0
118712,9.0,10.0,18.0,12.0
118713,6.0,15.0,12.0,10.0
118714,8.0,10.0,8.0,10.0
118715,11.0,14.0,11.0,19.0
118717,0.0,0.0,0.0,0.0
118723,10.0,13.0,10.0,12.0
118724,27.0,3.0,8.0,8.0
118728,0.0,1.0,0.0,1.0
118732,0.0,3.0,0.0,5.0
118736,10.0,13.0,13.0,16.0
118737,3.0,6.0,3.0,7.0
118739,38.0,42.0,32.0,24.0
118740,28.0,40.0,29.0,32.0
118743,2.0,10.0,11.0,6.0
118744,7.0,10.0,12.0,19.0
118745,9.0,11.0,11.0,8.0
118746,9.0,13.0,7.0,10.0
118747,16.0,24.0,25.0,21.0
118749,7.0,14.0,8.0,8.0
118752,0.0,1.0,0.0,0.0
118756,2.0,3.0,5.0,3.0
118758,46.0,72.0,73.0,57.0
118764,71.0,60.0,69.0,63.0
118767,9.0,11.0,10.0,8.0
118768,6.0,9.0,4.0,3.0
118770,8.0,4.0,7.0,5.0
118771,29.0,60.0,30.0,44.0
118772,0.0,0.0,0.0,0.0
118773,0.0,0.0,0.0,0.0
118774,3.0,2.0,6.0,4.0
118775,0.0,2.0,3.0,2.0
118776,7.0,14.0,14.0,15.0
118777,9.0,12.0,13.0,11.0
118778,6.0,11.0,12.0,11.0
118780,6.0,15.0,7.0,10.0
118781,3.0,10.0,4.0,11.0
118782,4.0,12.0,8.0,7.0
118784,0.0,0.0,0.0,0.0
118785,8.0,12.0,19.0,19.0
118786,0.0,0.0,0.0,0.0
118794,28.0,33.0,33.0,53.0
118799,0.0,0.0,0.0,0.0
118801,0.0,0.0,0.0,0.0
118803,11.0,26.0,29.0,43.0
118806,5.0,1.0,1.0,1.0
118807,32.0,40.0,32.0,58.0
118809,23.0,15.0,28.0,36.0
118811,3.0,5.0,5.0,7.0
118812,6.0,11.0,7.0,7.0
118815,7.0,8.0,4.0,4.0
118816,5.0,19.0,20.0,16.0
118818,3.0,7.0,8.0,14.0
118820,13.0,31.0,24.0,37.0
118822,5.0,8.0,7.0,4.0
118823,10.0,7.0,16.0,14.0
118824,7.0,5.0,5.0,10.0
118825,3.0,6.0,8.0,7.0
118826,7.0,7.0,5.0,8.0
118827,6.0,8.0,5.0,16.0
118830,11.0,24.0,17.0,21.0
118836,8.0,4.0,15.0,20.0
118837,4.0,6.0,6.0,18.0
118838,7.0,17.0,27.0,29.0
118841,17.0,11.0,13.0,16.0
118842,2.0,11.0,9.0,9.0
118845,9.0,10.0,9.0,26.0
118856,0.0,0.0,0.0,0.0
118858,8.0,8.0,2.0,10.0
118862,0.0,0.0,0.0,0.0
118863,0.0,1.0,0.0,2.0
118865,5.0,5.0,14.0,21.0
118871,0.0,0.0,0.0,0.0
118872,18.0,18.0,14.0,17.0
118875,25.0,7.0,14.0,14.0
118876,7.0,3.0,1.0,2.0
118879,0.0,0.0,0.0,0.0
118880,9.0,16.0,16.0,14.0
118881,12.0,17.0,12.0,18.0
118882,42.0,47.0,52.0,55.0
118883,11.0,14.0,11.0,10.0
118884,17.0,34.0,22.0,16.0
118885,0.0,0.0,0.0,0.0
118886,3.0,12.0,8.0,7.0
118887,12.0,11.0,8.0,9.0
118888,25.0,45.0,34.0,43.0
118889,7.0,16.0,13.0,11.0
118890,0.0,0.0,0.0,1.0
118891,23.0,28.0,28.0,36.0
118892,8.0,16.0,15.0,9.0
118894,15.0,36.0,17.0,27.0
118895,0.0,0.0,0.0,0.0
118896,8.0,28.0,21.0,45.0
118897,7.0,11.0,19.0,18.0
118898,8.0,14.0,15.0,13.0
118901,243.0,97.0,101.0,116.0
118904,9.0,22.0,26.0,24.0
118905,6.0,8.0,5.0,11.0
118906,6.0,16.0,10.0,18.0
118907,4.0,6.0,5.0,8.0
118911,7.0,9.0,7.0,13.0
118912,19.0,23.0,16.0,22.0
118913,28.0,37.0,35.0,31.0
118921,1.0,0.0,2.0,2.0
118922,7.0,11.0,8.0,13.0
118924,1192.0,29.0,29.0,42.0
118926,4.0,5.0,10.0,5.0
118929,159.0,197.0,187.0,241.0
118931,9.0,7.0,17.0,7.0
118932,25.0,20.0,15.0,19.0
118933,9.0,8.0,6.0,6.0
118934,47.0,64.0,36.0,53.0
118936,15.0,23.0,20.0,12.0
118939,7.0,8.0,11.0,17.0
118941,0.0,0.0,0.0,0.0
118943,5.0,3.0,6.0,2.0
118944,41.0,57.0,42.0,40.0
118945,41.0,35.0,48.0,70.0
118946,4.0,9.0,12.0,32.0
118947,4.0,11.0,18.0,23.0
118948,3.0,3.0,10.0,24.0
118949,8.0,1.0,3.0,4.0
118950,12.0,13.0,17.0,30.0
118951,6.0,12.0,6.0,15.0
118952,8.0,20.0,29.0,53.0
118953,11.0,11.0,33.0,46.0
118954,8.0,2.0,3.0,5.0
118958,11.0,17.0,8.0,2.0
118959,11.0,23.0,21.0,21.0
118962,3.0,4.0,4.0,12.0
118963,13.0,21.0,17.0,24.0
118964,0.0,0.0,0.0,0.0
118965,7.0,13.0,17.0,19.0
118966,6.0,16.0,21.0,37.0
118967,4.0,9.0,8.0,7.0
118968,12.0,9.0,17.0,19.0
118969,7.0,11.0,8.0,12.0
118970,25.0,24.0,29.0,33.0
118971,0.0,0.0,0.0,0.0
118973,44.0,28.0,43.0,30.0
118974,0.0,0.0,0.0,0.0
118976,8.0,9.0,13.0,24.0
118979,29.0,41.0,47.0,66.0
118980,35.0,29.0,42.0,56.0
118981,15.0,28.0,24.0,37.0
118983,13.0,18.0,28.0,36.0
118984,23.0,28.0,27.0,54.0
118985,12.0,17.0,22.0,19.0
118994,3.0,4.0,3.0,5.0
119001,11.0,12.0,21.0,42.0
119002,2.0,1.0,1.0,3.0
119003,3.0,4.0,3.0,4.0
119005,3.0,9.0,7.0,13.0
119008,4.0,6.0,12.0,10.0
119009,7.0,10.0,6.0,13.0
119010,6.0,8.0,14.0,14.0
119013,5.0,14.0,13.0,23.0
119014,13.0,18.0,28.0,52.0
119016,17.0,6.0,9.0,6.0
119017,122.0,88.0,79.0,108.0
119018,14.0,11.0,8.0,17.0
119021,19.0,21.0,20.0,32.0
119022,13.0,16.0,22.0,25.0
119023,11.0,13.0,15.0,15.0
119024,16.0,14.0,14.0,13.0
119025,10.0,16.0,10.0,22.0
119026,16.0,10.0,11.0,13.0
119028,8.0,12.0,8.0,9.0
119029,6.0,5.0,7.0,3.0
119030,8.0,22.0,12.0,21.0
119032,55.0,58.0,73.0,96.0
119034,8.0,19.0,19.0,20.0
119035,12.0,24.0,28.0,39.0
119036,32.0,60.0,51.0,46.0
119039,95.0,93.0,66.0,70.0
119045,14.0,22.0,24.0,30.0
119046,14.0,14.0,14.0,16.0
119047,0.0,0.0,0.0,0.0
119049,4.0,2.0,10.0,5.0
119050,7.0,25.0,22.0,25.0
119052,0.0,0.0,0.0,0.0
119056,4.0,9.0,12.0,11.0
119058,34.0,27.0,35.0,40.0
119059,26.0,24.0,31.0,34.0
119060,9.0,0.0,1.0,11.0
119061,5.0,0.0,0.0,0.0
119062,7.0,13.0,9.0,13.0
119074,5.0,4.0,8.0,12.0
119076,11.0,9.0,8.0,14.0
119079,12.0,18.0,14.0,14.0
119082,3.0,13.0,14.0,12.0
119083,9.0,20.0,18.0,30.0
119084,0.0,0.0,0.0,0.0
119086,57.0,53.0,57.0,67.0
119087,15.0,15.0,23.0,24.0
119088,10.0,18.0,18.0,12.0
119096,11.0,21.0,19.0,13.0
119097,5.0,15.0,20.0,41.0
119100,3.0,4.0,9.0,8.0
119101,0.0,0.0,0.0,0.0
119109,5.0,15.0,26.0,26.0
119110,6.0,10.0,13.0,12.0
119116,0.0,0.0,0.0,0.0
119120,0.0,0.0,0.0,0.0
119121,53.0,51.0,53.0,59.0
119128,7.0,11.0,23.0,17.0
119129,0.0,0.0,0.0,0.0
119131,3.0,3.0,0.0,7.0
119133,17.0,22.0,23.0,42.0
119142,9.0,13.0,13.0,20.0
119143,15.0,11.0,12.0,23.0
119144,33.0,23.0,32.0,36.0
119150,6.0,20.0,17.0,16.0
119151,5.0,12.0,11.0,22.0
119153,7.0,10.0,18.0,20.0
119155,1.0,0.0,3.0,8.0
119161,33.0,1.0,1.0,9.0
119162,36.0,35.0,23.0,26.0
119163,31.0,39.0,24.0,38.0
119167,11.0,16.0,13.0,18.0
119168,21.0,26.0,24.0,22.0
119169,3.0,3.0,5.0,3.0
119170,8.0,7.0,4.0,8.0
119171,5.0,6.0,4.0,11.0
119173,7.0,17.0,15.0,20.0
119174,8.0,17.0,19.0,25.0
119176,15.0,11.0,28.0,39.0
119178,18.0,22.0,20.0,24.0
119181,6.0,15.0,10.0,12.0
119182,9.0,16.0,5.0,11.0
119183,5.0,9.0,5.0,8.0
119184,8.0,18.0,20.0,31.0
119185,5.0,7.0,17.0,17.0
119186,5.0,6.0,5.0,5.0
119188,3.0,6.0,1.0,2.0
